Año,Edad,Causa de muerte,Total,Hombres,Mujeres
2019,4 años,Exposición a factores no especificados,6,4,2
2019,4 años,Otros trastornos del encéfalo,5,2,3
2019,4 años,"Exposición a humos, fuegos o llamas no especificados",5,2,3
2019,4 años,Leucemia linfoide,4,2,2
2019,4 años,Otros trastornos respiratorios,4,3,1
2019,4 años,Tumor maligno del ojo y sus anexos,3,2,1
2019,4 años,Hidrocéfalo,3,1,2
2019,4 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",21,14,7
2019,4 años,Otras causas,77,37,40
2019,5 - 9 años,"Neumonía, organismo no especificado",83,43,40
2019,5 - 9 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,59,28,31
2019,5 - 9 años,Exposición a factores no especificados,42,30,12
2019,5 - 9 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",32,18,14
2019,5 - 9 años,Fiebre del dengue [dengue clásico],21,7,14
2019,5 - 9 años,Leucemia linfoide,18,10,8
2019,5 - 9 años,Fiebre del dengue hemorrágico,16,8,8
2019,5 - 9 años,Otras sepsis,12,5,7
2019,5 - 9 años,Parálisis cerebral,12,5,7
2019,5 - 9 años,Ahogamiento y sumersión no especificados,12,9,3
2019,5 - 9 años,Obstrucción no especificada de la respiración,11,4,7
2019,5 - 9 años,Epilepsia,10,4,6
2019,5 - 9 años,Enfermedad renal crónica,10,7,3
2019,5 - 9 años,Otros trastornos del encéfalo,8,2,6
2019,5 - 9 años,Tumor maligno del encéfalo,7,4,3
2019,5 - 9 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",56,23,33
2019,5 - 9 años,Otras causas,249,125,124
2019,10 - 14 años,"Neumonía, organismo no especificado",46,23,23
2019,10 - 14 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",45,27,18
2019,10 - 14 años,Exposición a factores no especificados,40,35,5
2019,10 - 14 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",40,28,12
2019,10 - 14 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,37,22,15
2019,10 - 14 años,Leucemia linfoide,25,15,10
2019,10 - 14 años,Otros estrangulamientos y ahorcamientos accidentales,25,11,14
2019,10 - 14 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",23,14,9
2019,10 - 14 años,Otras sepsis,21,12,9
2019,10 - 14 años,Epilepsia,14,11,3
2019,10 - 14 años,Enfermedad renal crónica,13,6,7
2019,10 - 14 años,Ahogamiento y sumersión no especificados,13,8,5
2019,10 - 14 años,Leucemia de células de tipo no especificado,11,8,3
2019,10 - 14 años,Complicaciones y descripciones mal definidas de enfermedad cardíaca,11,6,5
2019,10 - 14 años,Obstrucción no especificada de la respiración,11,6,5
2019,10 - 14 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",74,39,35
2019,10 - 14 años,Otras causas,319,155,164
2019,15 - 19 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",385,331,54
2019,15 - 19 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",153,125,28
2019,15 - 19 años,Exposición a factores no especificados,152,133,19
2019,15 - 19 años,"Disparo de otras armas de fuego, y las no especificadas",116,103,13
2019,15 - 19 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",71,45,26
2019,15 - 19 años,"Neumonía, organismo no especificado",60,33,27
2019,15 - 19 años,Enfermedad renal crónica,55,28,27
2019,15 - 19 años,Otros estrangulamientos y ahorcamientos accidentales,48,34,14
2019,15 - 19 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,40,12,28
2019,15 - 19 años,"Agresión por ahorcamiento, estrangulamiento y sofocación",39,25,14
2019,15 - 19 años,Agresión con objeto cortante,38,21,17
2019,15 - 19 años,Ahogamiento y sumersión no especificados,37,32,5
2019,15 - 19 años,Infarto agudo del miocardio,28,15,13
2019,15 - 19 años,Epilepsia,27,18,9
2019,15 - 19 años,Agresión por medios no especificados,27,23,4
2019,15 - 19 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",158,92,66
2019,15 - 19 años,Otras causas,714,373,341
2019,20 - 24 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",511,449,62
2019,20 - 24 años,Exposición a factores no especificados,330,292,38
2019,20 - 24 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",310,279,31
2019,20 - 24 años,"Disparo de otras armas de fuego, y las no especificadas",107,94,13
2019,20 - 24 años,"Neumonía, organismo no especificado",69,42,27
2019,20 - 24 años,Enfermedad renal crónica,64,45,19
2019,20 - 24 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",60,52,8
2019,20 - 24 años,Otros estrangulamientos y ahorcamientos accidentales,57,45,12
2019,20 - 24 años,Infarto agudo del miocardio,50,37,13
2019,20 - 24 años,Agresión con objeto cortante,48,40,8
2019,20 - 24 años,Agresión por medios no especificados,40,35,5
2019,20 - 24 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,29,17,12
2019,20 - 24 años,Ahogamiento y sumersión no especificados,28,25,3
2019,20 - 24 años,Insuficiencia renal no especificada,27,13,14
2019,20 - 24 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",191,120,71
2019,20 - 24 años,Otras causas,884,526,358
2019,25 - 29 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",389,347,42
2019,25 - 29 años,Exposición a factores no especificados,283,257,26
2019,25 - 29 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",233,210,23
2019,25 - 29 años,"Disparo de otras armas de fuego, y las no especificadas",84,72,12
2019,25 - 29 años,Fibrosis y cirrosis del hígado,58,50,8
2019,25 - 29 años,"Neumonía, organismo no especificado",54,23,31
2019,25 - 29 años,Enfermedad renal crónica,54,32,22
2019,25 - 29 años,Infarto agudo del miocardio,53,36,17
2019,25 - 29 años,"Envenenamiento accidental por, y exposición al alcohol",49,44,5
2019,25 - 29 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,48,33,15
2019,25 - 29 años,Otros estrangulamientos y ahorcamientos accidentales,45,35,10
2019,25 - 29 años,Agresión con objeto cortante,44,38,6
2019,25 - 29 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",39,35,4
2019,25 - 29 años,Enfermedad alcohólica del hígado,38,34,4
2019,25 - 29 años,"Diabetes mellitus, no especificada",36,21,15
2019,25 - 29 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",203,126,77
2019,25 - 29 años,Otras causas,981,589,392
2019,30 - 34 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",313,274,39
2019,30 - 34 años,Exposición a factores no especificados,232,206,26
2019,30 - 34 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",196,165,31
2019,30 - 34 años,Fibrosis y cirrosis del hígado,114,90,24
2019,30 - 34 años,"Neumonía, organismo no especificado",77,45,32
2019,30 - 34 años,Infarto agudo del miocardio,64,43,21
2019,30 - 34 años,"Diabetes mellitus, no especificada",61,25,36
2019,30 - 34 años,"Envenenamiento accidental por, y exposición al alcohol",60,53,7
2019,30 - 34 años,Enfermedad renal crónica,59,33,26
2019,30 - 34 años,Enfermedad alcohólica del hígado,56,48,8
2019,30 - 34 años,"Disparo de otras armas de fuego, y las no especificadas",56,49,7
2019,30 - 34 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,41,30,11
2019,30 - 34 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,38,36,2
2019,30 - 34 años,Agresión con objeto cortante,35,28,7
2019,30 - 34 años,Pancreatitis aguda,32,27,5
2019,30 - 34 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",215,137,78
2019,30 - 34 años,Otras causas,1072,608,464
2019,35 - 39 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",269,238,31
2019,35 - 39 años,Exposición a factores no especificados,186,160,26
2019,35 - 39 años,Fibrosis y cirrosis del hígado,150,124,26
2019,35 - 39 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",146,120,26
2019,35 - 39 años,"Diabetes mellitus, no especificada",107,57,50
2019,35 - 39 años,"Neumonía, organismo no especificado",105,62,43
2019,35 - 39 años,Infarto agudo del miocardio,85,57,28
2019,35 - 39 años,Enfermedad alcohólica del hígado,78,72,6
2019,35 - 39 años,Enfermedad renal crónica,65,37,28
2019,35 - 39 años,"Envenenamiento accidental por, y exposición al alcohol",65,59,6
2019,35 - 39 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,64,56,8
2019,35 - 39 años,"Disparo de otras armas de fuego, y las no especificadas",53,42,11
2019,35 - 39 años,Otras sepsis,41,20,21
2019,35 - 39 años,Tumor maligno del estómago,39,17,22
2019,35 - 39 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,38,22,16
2019,35 - 39 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",254,166,88
2019,35 - 39 años,Otras causas,1231,677,554
2019,40 - 44 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",217,183,34
2019,40 - 44 años,Fibrosis y cirrosis del hígado,210,165,45
2019,40 - 44 años,"Diabetes mellitus, no especificada",200,102,98
2019,40 - 44 años,Exposición a factores no especificados,173,157,16
2019,40 - 44 años,Infarto agudo del miocardio,139,82,57
2019,40 - 44 años,"Neumonía, organismo no especificado",110,62,48
2019,40 - 44 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",107,84,23
2019,40 - 44 años,"Envenenamiento accidental por, y exposición al alcohol",90,83,7
2019,40 - 44 años,Enfermedad renal crónica,87,46,41
2019,40 - 44 años,Enfermedad alcohólica del hígado,81,69,12
2019,40 - 44 años,Diabetes mellitus no insulinodependiente,64,30,34
2019,40 - 44 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,53,47,6
2019,40 - 44 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,50,21,29
2019,40 - 44 años,Insuficiencia renal no especificada,45,22,23
2019,40 - 44 años,"Disparo de otras armas de fuego, y las no especificadas",44,36,8
2019,40 - 44 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",320,190,130
2019,40 - 44 años,Otras causas,1275,676,599
2019,45 - 49 años,"Diabetes mellitus, no especificada",289,121,168
2019,45 - 49 años,Fibrosis y cirrosis del hígado,247,182,65
2019,45 - 49 años,Infarto agudo del miocardio,152,80,72
2019,45 - 49 años,Exposición a factores no especificados,151,132,19
2019,45 - 49 años,"Neumonía, organismo no especificado",132,80,52
2019,45 - 49 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",120,101,19
2019,45 - 49 años,Enfermedad renal crónica,107,61,46
2019,45 - 49 años,Enfermedad alcohólica del hígado,95,85,10
2019,45 - 49 años,Diabetes mellitus no insulinodependiente,85,37,48
2019,45 - 49 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",83,73,10
2019,45 - 49 años,"Envenenamiento accidental por, y exposición al alcohol",80,76,4
2019,45 - 49 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,67,57,10
2019,45 - 49 años,Tumor maligno del estómago,66,32,34
2019,45 - 49 años,Insuficiencia renal no especificada,65,38,27
2019,45 - 49 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,60,32,28
2019,45 - 49 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",314,185,129
2019,45 - 49 años,Otras causas,1341,717,624
2019,50 - 54 años,"Diabetes mellitus, no especificada",406,156,250
2019,50 - 54 años,Fibrosis y cirrosis del hígado,262,183,79
2019,50 - 54 años,Infarto agudo del miocardio,246,150,96
2019,50 - 54 años,Exposición a factores no especificados,150,133,17
2019,50 - 54 años,"Neumonía, organismo no especificado",140,86,54
2019,50 - 54 años,Diabetes mellitus no insulinodependiente,111,45,66
2019,50 - 54 años,Enfermedad renal crónica,106,57,49
2019,50 - 54 años,Enfermedad alcohólica del hígado,89,79,10
2019,50 - 54 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,80,30,50
2019,50 - 54 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",77,69,8
2019,50 - 54 años,"Envenenamiento accidental por, y exposición al alcohol",76,68,8
2019,50 - 54 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",73,66,7
2019,50 - 54 años,Insuficiencia renal no especificada,72,38,34
2019,50 - 54 años,Tumor maligno del estómago,66,25,41
2019,50 - 54 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,57,28,29
2019,50 - 54 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",437,256,181
2019,50 - 54 años,Otras causas,1428,712,716
2019,55 - 59 años,"Diabetes mellitus, no especificada",582,236,346
2019,55 - 59 años,Fibrosis y cirrosis del hígado,336,203,133
2019,55 - 59 años,Infarto agudo del miocardio,292,168,124
2019,55 - 59 años,Diabetes mellitus no insulinodependiente,211,94,117
2019,55 - 59 años,"Neumonía, organismo no especificado",195,101,94
2019,55 - 59 años,Enfermedad renal crónica,175,90,85
2019,55 - 59 años,Exposición a factores no especificados,144,123,21
2019,55 - 59 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,131,59,72
2019,55 - 59 años,Insuficiencia renal no especificada,96,54,42
2019,55 - 59 años,Tumor maligno del estómago,88,40,48
2019,55 - 59 años,Otras sepsis,73,29,44
2019,55 - 59 años,Enfermedad alcohólica del hígado,69,57,12
2019,55 - 59 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",68,56,12
2019,55 - 59 años,Insuficiencia cardíaca,64,27,37
2019,55 - 59 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,63,24,39
2019,55 - 59 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",534,278,256
2019,55 - 59 años,Otras causas,1785,924,861
2019,60 - 64 años,"Diabetes mellitus, no especificada",642,255,387
2019,60 - 64 años,Infarto agudo del miocardio,412,236,176
2019,60 - 64 años,Fibrosis y cirrosis del hígado,334,199,135
2019,60 - 64 años,"Neumonía, organismo no especificado",272,131,141
2019,60 - 64 años,Diabetes mellitus no insulinodependiente,223,90,133
2019,60 - 64 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,192,86,106
2019,60 - 64 años,Enfermedad renal crónica,183,94,89
2019,60 - 64 años,Tumor maligno del estómago,124,55,69
2019,60 - 64 años,Exposición a factores no especificados,112,91,21
2019,60 - 64 años,Insuficiencia renal no especificada,100,55,45
2019,60 - 64 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",95,45,50
2019,60 - 64 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,83,42,41
2019,60 - 64 años,Insuficiencia cardíaca,81,41,40
2019,60 - 64 años,Otras enfermedades cerebrovasculares,67,29,38
2019,60 - 64 años,Otras sepsis,63,31,32
2019,60 - 64 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",614,329,285
