Año,Tipo,Departamento_residencia,Todas las causas,Total,Hombres,Mujeres,Ignorado
2020,Internos,Sacatepéquez,Leiomioma del útero,60,,60,
2020,Internos,Sacatepéquez,Otras cataratas,58,22,36,
2020,Internos,Sacatepéquez,Parto único espontáneo,53,,53,
2020,Internos,Sacatepéquez,Otros estados postquirúrgicos,48,17,31,
2020,Internos,Sacatepéquez,Otros trastornos del sistema urinario,47,15,32,
2020,Internos,Sacatepéquez,Apendicitis aguda,44,18,26,
2020,Internos,Sacatepéquez,Aborto no especificado,44,,44,
2020,Internos,Sacatepéquez,"Neumonía, organismo no especificado",41,18,23,
2020,Internos,Sacatepéquez,"Diabetes mellitus, no especificada",40,18,22,
2020,Internos,Sacatepéquez,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,37,10,27,
2020,Internos,Sacatepéquez,Hernia no especificada de la cavidad abdominal,36,19,17,
2020,Internos,Sacatepéquez,"Fractura de la pierna, inclusive del tobillo",35,18,17,
2020,Internos,Sacatepéquez,Hernia inguinal,31,24,7,
2020,Internos,Sacatepéquez,Hipertensión esencial (primaria),30,12,18,
2020,Internos,Sacatepéquez,Otras enfermedades del estómago y del duodeno,25,6,19,
2020,Internos,Sacatepéquez,Hiperplasia de la próstata,24,24,,
2020,Internos,Sacatepéquez,Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central,23,23,,
2020,Internos,Sacatepéquez,Fractura del fémur,23,9,14,
2020,Internos,Sacatepéquez,Traumatismo de regiones no especificadas del cuerpo,23,13,10,
2020,Internos,Sacatepéquez,Otras enfermedades del sistema digestivo,21,5,16,
2020,Internos,Sacatepéquez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",110,46,64,
2020,Internos,Sacatepéquez,Otras causas,1331,587,744,
2020,Internos,Chimaltenango,Parto único por cesárea,595,,595,
2020,Internos,Chimaltenango,Enfermedad renal crónica,546,537,9,
2020,Internos,Chimaltenango,Nacidos vivos según lugar de nacimiento,542,273,269,
2020,Internos,Chimaltenango,Leucemia linfoide,176,94,82,
2020,Internos,Chimaltenango,Colecistitis,133,32,101,
2020,Internos,Chimaltenango,Apendicitis aguda,120,50,70,
2020,Internos,Chimaltenango,Colelitiasis,109,27,82,
2020,Internos,Chimaltenango,"Neumonía, organismo no especificado",97,59,38,
2020,Internos,Chimaltenango,"Apendicitis, no especificada",91,36,55,
2020,Internos,Chimaltenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,70,36,34,
2020,Internos,Chimaltenango,SARSCoV2/COVID19,69,47,22,
2020,Internos,Chimaltenango,Leiomioma del útero,67,,67,
2020,Internos,Chimaltenango,Otros trastornos del sistema urinario,67,14,53,
2020,Internos,Chimaltenango,Aborto no especificado,54,,54,
2020,Internos,Chimaltenango,Hernia inguinal,50,38,12,
2020,Internos,Chimaltenango,Parto único espontáneo,50,,50,
2020,Internos,Chimaltenango,Otros estados postquirúrgicos,44,16,28,
2020,Internos,Chimaltenango,Otras cataratas,42,12,30,
2020,Internos,Chimaltenango,Otras obstrucciones del trabajo de parto,41,,41,
2020,Internos,Chimaltenango,"Diabetes mellitus, no especificada",39,16,23,
2020,Internos,Chimaltenango,Hernia no especificada de la cavidad abdominal,39,17,22,
2020,Internos,Chimaltenango,Hipertensión esencial (primaria),38,9,29,
2020,Internos,Chimaltenango,Otras enfermedades del estómago y del duodeno,37,12,25,
2020,Internos,Chimaltenango,"Otros trastornos no inflamatorios del útero, excepto del cuello",34,,34,
2020,Internos,Chimaltenango,"Luxación, esguince y torcedura de articulaciones y ligamentos de la cintura escapular",34,33,1,
2020,Internos,Chimaltenango,Otras hemorragias uterinas o vaginales anormales,32,,32,
2020,Internos,Chimaltenango,Otras enfermedades del sistema digestivo,27,17,10,
2020,Internos,Chimaltenango,Hiperplasia de la próstata,27,27,,
2020,Internos,Chimaltenango,Traumatismo de regiones no especificadas del cuerpo,27,15,12,
2020,Internos,Chimaltenango,Diabetes mellitus no insulinodependiente,24,10,14,
2020,Internos,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",112,51,61,
2020,Internos,Chimaltenango,Otras causas,1223,528,694,1
2020,Internos,Escuintla,Enfermedad renal crónica,2833,2297,536,
2020,Internos,Escuintla,Parto único por cesárea,1528,,1528,
2020,Internos,Escuintla,Nacidos vivos según lugar de nacimiento,1369,672,697,
2020,Internos,Escuintla,Leucemia linfoide,193,71,122,
2020,Internos,Escuintla,Otras gastroenteritis y colitis de origen infeccioso y no especificado,188,84,104,
2020,Internos,Escuintla,Colecistitis,179,30,149,
2020,Internos,Escuintla,Apendicitis aguda,173,79,93,1
2020,Internos,Escuintla,"Apendicitis, no especificada",164,79,85,
2020,Internos,Escuintla,Parto único espontáneo,149,,149,
2020,Internos,Escuintla,Leiomioma del útero,134,,134,
2020,Internos,Escuintla,"Neumonía, organismo no especificado",126,73,53,
2020,Internos,Escuintla,Colelitiasis,126,24,102,
2020,Internos,Escuintla,Otros trastornos del sistema urinario,122,25,97,
2020,Internos,Escuintla,Hipertensión esencial (primaria),109,52,57,
2020,Internos,Escuintla,"Diabetes mellitus, no especificada",107,45,62,
2020,Internos,Escuintla,SARSCoV2/COVID19,105,70,35,
2020,Internos,Escuintla,Aborto no especificado,104,,104,
2020,Internos,Escuintla,"Otros trastornos no inflamatorios del útero, excepto del cuello",100,,100,
2020,Internos,Escuintla,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,89,51,38,
2020,Internos,Escuintla,Hernia inguinal,84,61,23,
2020,Internos,Escuintla,Fractura del antebrazo,77,54,23,
2020,Internos,Escuintla,Traumatismo de regiones no especificadas del cuerpo,72,42,30,
2020,Internos,Escuintla,Tumor maligno secundario de otros sitios y de sitios no especificados,70,43,27,
2020,Internos,Escuintla,Otros estados postquirúrgicos,67,18,49,
2020,Internos,Escuintla,Otras infecciones intestinales bacterianas,62,26,36,
2020,Internos,Escuintla,Cálculo del riñón y del uréter,54,26,28,
2020,Internos,Escuintla,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",54,,54,
2020,Internos,Escuintla,"Nefritis tubulointersticial, no especificada como aguda o crónica",52,11,41,
2020,Internos,Escuintla,Otras cataratas,47,30,17,
2020,Internos,Escuintla,Otros traumatismos y los no especificados de la cabeza,47,33,14,
2020,Internos,Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",279,124,155,
2020,Internos,Escuintla,Otras causas,2502,1144,1357,1
2020,Internos,Santa Rosa,Parto único por cesárea,342,,342,
2020,Internos,Santa Rosa,Nacidos vivos según lugar de nacimiento,303,158,145,
2020,Internos,Santa Rosa,Enfermedad renal crónica,151,11,140,
2020,Internos,Santa Rosa,Colecistitis,75,12,63,
2020,Internos,Santa Rosa,Colelitiasis,63,10,52,1
2020,Internos,Santa Rosa,Otros trastornos del sistema urinario,60,22,38,
2020,Internos,Santa Rosa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,57,24,33,
2020,Internos,Santa Rosa,"Diabetes mellitus, no especificada",57,23,34,
2020,Internos,Santa Rosa,Parto único espontáneo,55,,55,
2020,Internos,Santa Rosa,Hipertensión esencial (primaria),53,15,38,
2020,Internos,Santa Rosa,"Neumonía, organismo no especificado",48,26,22,
2020,Internos,Santa Rosa,"Apendicitis, no especificada",47,19,28,
2020,Internos,Santa Rosa,"Otros trastornos no inflamatorios del útero, excepto del cuello",47,,47,
2020,Internos,Santa Rosa,Apendicitis aguda,44,18,25,1
2020,Internos,Santa Rosa,Otras cataratas,37,16,21,
2020,Internos,Santa Rosa,Hernia inguinal,37,23,14,
2020,Internos,Santa Rosa,SARSCoV2/COVID19,34,23,11,
2020,Internos,Santa Rosa,Leiomioma del útero,31,,31,
2020,Internos,Santa Rosa,Leucemia linfoide,29,13,16,
2020,Internos,Santa Rosa,"Fractura de la pierna, inclusive del tobillo",28,13,15,
2020,Internos,Santa Rosa,Fiebre del dengue [dengue clásico],26,13,13,
2020,Internos,Santa Rosa,Hiperplasia de la próstata,23,23,,
2020,Internos,Santa Rosa,Aborto no especificado,20,,20,
2020,Internos,Santa Rosa,Tumor benigno de los órganos urinarios,19,1,18,
2020,Internos,Santa Rosa,Hernia no especificada de la cavidad abdominal,19,11,8,
2020,Internos,Santa Rosa,Otras enfermedades del estómago y del duodeno,17,5,12,
2020,Internos,Santa Rosa,Otras enfermedades de la vesícula biliar,17,1,16,
2020,Internos,Santa Rosa,Otros estados postquirúrgicos,17,7,10,
2020,Internos,Santa Rosa,Atención a la madre por otras complicaciones principalmente relacionadas con el embarazo,15,,15,
2020,Internos,Santa Rosa,Procedimientos para otros propósitos que no sean los de mejorar el estado de salud,15,3,12,
2020,Internos,Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",122,30,92,
2020,Internos,Santa Rosa,Otras causas,908,385,521,2
2020,Internos,Sololá,Nacidos vivos según lugar de nacimiento,477,228,249,
2020,Internos,Sololá,Parto único por cesárea,250,,250,
2020,Internos,Sololá,Otras obstrucciones del trabajo de parto,167,,167,
2020,Internos,Sololá,Leucemia linfoide,123,56,67,
2020,Internos,Sololá,Parto único espontáneo,80,,80,
2020,Internos,Sololá,SARSCoV2/COVID19,55,42,13,
2020,Internos,Sololá,Apendicitis aguda,52,22,30,
2020,Internos,Sololá,"Apendicitis, no especificada",45,13,32,
2020,Internos,Sololá,Colelitiasis,44,9,35,
2020,Internos,Sololá,"Otros trastornos no inflamatorios del útero, excepto del cuello",42,,42,
2020,Internos,Sololá,Otras gastroenteritis y colitis de origen infeccioso y no especificado,38,23,15,
2020,Internos,Sololá,Colecistitis,38,8,30,
2020,Internos,Sololá,Aborto no especificado,33,,33,
2020,Internos,Sololá,"Neumonía, organismo no especificado",31,13,18,
2020,Internos,Sololá,Otros estados postquirúrgicos,25,11,14,
2020,Internos,Sololá,Leiomioma del útero,24,,24,
2020,Internos,Sololá,"Diabetes mellitus, no especificada",24,10,14,
2020,Internos,Sololá,Hernia inguinal,22,17,5,
2020,Internos,Sololá,Otros trastornos del sistema urinario,21,5,16,
2020,Internos,Sololá,Diabetes mellitus no insulinodependiente,20,7,13,
2020,Internos,Sololá,Otras enfermedades del estómago y del duodeno,20,8,12,
2020,Internos,Sololá,Hipertensión esencial (primaria),16,4,12,
2020,Internos,Sololá,Hiperplasia de la próstata,15,15,,
2020,Internos,Sololá,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,15,1,14,
2020,Internos,Sololá,Hernia no especificada de la cavidad abdominal,14,7,7,
2020,Internos,Sololá,Tumor maligno de sitios no especificados,13,5,8,
2020,Internos,Sololá,Otras deformidades adquiridas del sistema osteomuscular y del tejido conjuntivo,13,,13,
2020,Internos,Sololá,Atención a la madre por otras complicaciones principalmente relacionadas con el embarazo,13,,13,
2020,Internos,Sololá,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",12,,12,
2020,Internos,Sololá,"Nefritis tubulointersticial, no especificada como aguda o crónica",11,1,10,
2020,Internos,Sololá,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",57,24,33,
2020,Internos,Sololá,Otras causas,675,310,365,
2020,Internos,Totonicapán,Nacidos vivos según lugar de nacimiento,595,294,297,4
2020,Internos,Totonicapán,Parto único por cesárea,411,,411,
2020,Internos,Totonicapán,Parto único espontáneo,174,,174,
2020,Internos,Totonicapán,Apendicitis aguda,121,38,83,
2020,Internos,Totonicapán,Leucemia linfoide,76,44,32,
2020,Internos,Totonicapán,Colecistitis,68,13,54,1
2020,Internos,Totonicapán,Aborto no especificado,68,,68,
2020,Internos,Totonicapán,Colelitiasis,61,18,43,
2020,Internos,Totonicapán,Hernia inguinal,51,35,16,
2020,Internos,Totonicapán,"Otros trastornos no inflamatorios del útero, excepto del cuello",51,,51,
2020,Internos,Totonicapán,"Neumonía, organismo no especificado",47,24,23,
2020,Internos,Totonicapán,Otras gastroenteritis y colitis de origen infeccioso y no especificado,41,12,29,
2020,Internos,Totonicapán,Leiomioma del útero,38,,38,
2020,Internos,Totonicapán,Otras obstrucciones del trabajo de parto,38,,38,
2020,Internos,Totonicapán,Hiperplasia de la próstata,35,35,,
2020,Internos,Totonicapán,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",26,,26,
2020,Internos,Totonicapán,Tumor maligno del hígado y de las vías biliares intrahepáticas,25,17,8,
2020,Internos,Totonicapán,"Apendicitis, no especificada",24,7,17,
2020,Internos,Totonicapán,Otras cataratas,20,9,11,
2020,Internos,Totonicapán,"Diabetes mellitus, no especificada",19,9,10,
2020,Internos,Totonicapán,Hipertensión esencial (primaria),19,4,15,
2020,Internos,Totonicapán,Otros trastornos del sistema urinario,19,2,17,
2020,Internos,Totonicapán,Otras enfermedades del estómago y del duodeno,18,6,12,
2020,Internos,Totonicapán,"Fractura de la pierna, inclusive del tobillo",16,9,7,
2020,Internos,Totonicapán,Otros estados postquirúrgicos,16,5,11,
2020,Internos,Totonicapán,Fractura del antebrazo,15,13,2,
2020,Internos,Totonicapán,Hernia no especificada de la cavidad abdominal,14,8,6,
2020,Internos,Totonicapán,Otras sepsis,13,8,5,
2020,Internos,Totonicapán,Otras infecciones intestinales bacterianas,12,5,7,
2020,Internos,Totonicapán,Trastornos mentales y del comportamiento debidos al uso de alcohol,12,9,3,
2020,Internos,Totonicapán,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",35,12,23,
2020,Internos,Totonicapán,Otras causas,726,335,391,
2020,Internos,Quetzaltenango,Parto único por cesárea,1355,,1355,
2020,Internos,Quetzaltenango,Nacidos vivos según lugar de nacimiento,1338,628,693,17
2020,Internos,Quetzaltenango,Apendicitis aguda,324,139,185,
2020,Internos,Quetzaltenango,Leucemia linfoide,252,146,106,
2020,Internos,Quetzaltenango,Parto único espontáneo,249,,249,
2020,Internos,Quetzaltenango,Colelitiasis,235,55,179,1
2020,Internos,Quetzaltenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,219,103,116,
2020,Internos,Quetzaltenango,Colecistitis,170,39,130,1
2020,Internos,Quetzaltenango,Otros trastornos del sistema urinario,167,40,127,
2020,Internos,Quetzaltenango,Leiomioma del útero,163,,163,
2020,Internos,Quetzaltenango,Otras cataratas,162,71,91,
2020,Internos,Quetzaltenango,Aborto no especificado,160,,160,
2020,Internos,Quetzaltenango,"Neumonía, organismo no especificado",158,89,69,
2020,Internos,Quetzaltenango,Hiperplasia de la próstata,152,152,,
2020,Internos,Quetzaltenango,Hernia inguinal,143,82,61,
2020,Internos,Quetzaltenango,"Apendicitis, no especificada",141,67,74,
2020,Internos,Quetzaltenango,"Diabetes mellitus, no especificada",134,62,72,
2020,Internos,Quetzaltenango,Otras enfermedades del estómago y del duodeno,112,50,62,
2020,Internos,Quetzaltenango,Hipertensión esencial (primaria),92,43,49,
2020,Internos,Quetzaltenango,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",89,,89,
2020,Internos,Quetzaltenango,Fractura del antebrazo,83,45,38,
2020,Internos,Quetzaltenango,Otras sepsis,79,36,43,
2020,Internos,Quetzaltenango,"Fractura de la pierna, inclusive del tobillo",75,47,28,
2020,Internos,Quetzaltenango,Otros estados postquirúrgicos,75,19,56,
2020,Internos,Quetzaltenango,Otras infecciones intestinales bacterianas,72,37,35,
2020,Internos,Quetzaltenango,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácidobásico",68,31,37,
2020,Internos,Quetzaltenango,Fractura del fémur,67,34,33,
2020,Internos,Quetzaltenango,Cálculo del riñón y del uréter,65,41,24,
2020,Internos,Quetzaltenango,Diabetes mellitus no insulinodependiente,60,20,40,
2020,Internos,Quetzaltenango,Otras enfermedades del sistema digestivo,59,24,35,
2020,Internos,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",176,69,107,
2020,Internos,Quetzaltenango,Otras causas,3376,1453,1921,2
2020,Internos,Suchitepéquez,Nacidos vivos según lugar de nacimiento,1159,577,582,
2020,Internos,Suchitepéquez,Parto único por cesárea,906,,906,
2020,Internos,Suchitepéquez,Enfermedad renal crónica,680,623,57,
2020,Internos,Suchitepéquez,Otras cataratas,140,65,75,
2020,Internos,Suchitepéquez,Leucemia linfoide,129,53,76,
